region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,state,ER,sqfeet/p,price/p,laundry_score,parking_score
hanford-corcoran,1200,house,1540,3,2.0,1,1,1,1,0,0,w/d hookups,attached garage,ca,3,513.3333333333334,400.0,4,6
hanford-corcoran,1200,house,1540,3,2.0,1,1,1,1,0,0,w/d hookups,attached garage,ca,3,513.3333333333334,400.0,4,6
hanford-corcoran,1125,cottage/cabin,795,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca,2,397.5,562.5,2,4
hanford-corcoran,1205,townhouse,1038,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,ca,2,519.0,602.5,4,3
hanford-corcoran,1125,apartment,795,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca,2,397.5,562.5,2,4
hanford-corcoran,1205,townhouse,1038,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,ca,2,519.0,602.5,4,3
hanford-corcoran,1125,cottage/cabin,795,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,2,397.5,562.5,2,3
hanford-corcoran,1536,townhouse,1205,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,401.6666666666667,512.0,4,6
hanford-corcoran,1017,apartment,645,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,1,645.0,1017.0,2,3
hanford-corcoran,1536,townhouse,1205,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,401.6666666666667,512.0,4,6
hanford-corcoran,1017,apartment,645,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,1,645.0,1017.0,2,3
hanford-corcoran,1211,apartment,1038,2,1.5,1,1,1,0,0,0,w/d hookups,carport,ca,2,519.0,605.5,4,4
hanford-corcoran,1017,apartment,645,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,1,645.0,1017.0,2,3
hanford-corcoran,835,apartment,895,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca,2,447.5,417.5,2,4
hanford-corcoran,1160,apartment,1092,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,546.0,580.0,5,4
hanford-corcoran,1105,apartment,682,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,682.0,1105.0,5,4
hanford-corcoran,1265,apartment,988,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,494.0,632.5,5,4
hanford-corcoran,1407,apartment,722,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca,1,722.0,1407.0,5,4
hanford-corcoran,1145,apartment,1092,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,546.0,572.5,5,4
hanford-corcoran,1420,apartment,1142,3,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,3,380.6666666666667,473.3333333333333,5,4
hanford-corcoran,975,apartment,736,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,736.0,975.0,5,4
hanford-corcoran,1499,apartment,938,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,469.0,749.5,5,4
hanford-corcoran,1575,apartment,1172,3,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,3,390.6666666666667,525.0,5,4
hanford-corcoran,1390,apartment,722,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca,1,722.0,1390.0,5,4
hanford-corcoran,1499,apartment,938,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,469.0,749.5,5,4
hanford-corcoran,1499,apartment,938,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,469.0,749.5,5,4
hanford-corcoran,1590,apartment,1172,3,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,3,390.6666666666667,530.0,5,4
hanford-corcoran,1499,apartment,938,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,469.0,749.5,5,4
hanford-corcoran,1373,apartment,722,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca,1,722.0,1373.0,5,4
hanford-corcoran,1499,apartment,938,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,469.0,749.5,5,4
hanford-corcoran,1499,apartment,938,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,469.0,749.5,5,4
hanford-corcoran,1265,apartment,682,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,682.0,1265.0,5,4
hanford-corcoran,1399,apartment,722,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca,1,722.0,1399.0,5,4
hanford-corcoran,1584,apartment,1172,3,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,3,390.6666666666667,528.0,5,4
hanford-corcoran,1350,apartment,722,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca,1,722.0,1350.0,5,4
hanford-corcoran,1575,apartment,1172,3,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,3,390.6666666666667,525.0,5,4
hanford-corcoran,1017,apartment,645,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,1,645.0,1017.0,2,3
hanford-corcoran,1160,apartment,1092,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,546.0,580.0,5,4
hanford-corcoran,1145,apartment,1092,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,546.0,572.5,5,4
hanford-corcoran,1265,apartment,988,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,494.0,632.5,5,4
hanford-corcoran,1017,apartment,645,1,1.0,0,0,1,0,0,0,laundry on site,carport,ca,1,645.0,1017.0,2,4
inland empire,1095,manufactured,444,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,1,444.0,1095.0,2,3
hanford-corcoran,975,apartment,736,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,736.0,975.0,5,4
hanford-corcoran,1420,apartment,1142,3,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,3,380.6666666666667,473.3333333333333,5,4
hanford-corcoran,945,apartment,1058,3,2.0,0,0,1,0,0,0,laundry on site,carport,ca,3,352.6666666666667,315.0,2,4
hanford-corcoran,1017,apartment,645,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,1,645.0,1017.0,2,3
hanford-corcoran,1160,apartment,1092,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,546.0,580.0,5,4
hanford-corcoran,1420,apartment,1142,3,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,3,380.6666666666667,473.3333333333333,5,4
hanford-corcoran,1017,apartment,645,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,1,645.0,1017.0,2,3
hanford-corcoran,1542,apartment,1205,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,401.6666666666667,514.0,4,6
hanford-corcoran,1265,apartment,988,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,494.0,632.5,5,4
hanford-corcoran,1017,apartment,645,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca,1,645.0,1017.0,2,4
hanford-corcoran,1145,apartment,1092,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,546.0,572.5,5,4
hanford-corcoran,1536,townhouse,1205,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,401.6666666666667,512.0,4,6
hanford-corcoran,1125,apartment,795,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca,2,397.5,562.5,2,4
hanford-corcoran,1105,apartment,682,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,682.0,1105.0,5,4
hanford-corcoran,945,apartment,1058,3,2.0,0,0,1,0,0,0,laundry on site,carport,ca,3,352.6666666666667,315.0,2,4
hanford-corcoran,1125,cottage/cabin,795,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,2,397.5,562.5,2,3
hanford-corcoran,975,apartment,736,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,736.0,975.0,5,4
hanford-corcoran,1205,townhouse,1038,2,1.5,1,1,1,0,0,0,w/d hookups,carport,ca,2,519.0,602.5,4,4
hanford-corcoran,1125,cottage/cabin,795,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,2,397.5,562.5,2,3
hanford-corcoran,1536,townhouse,1205,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,401.6666666666667,512.0,4,6
hanford-corcoran,1205,townhouse,1038,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,ca,2,519.0,602.5,4,3
hanford-corcoran,1536,townhouse,1205,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,401.6666666666667,512.0,4,6
hanford-corcoran,1160,apartment,1092,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,546.0,580.0,5,4
hanford-corcoran,1420,apartment,1142,3,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,3,380.6666666666667,473.3333333333333,5,4
hanford-corcoran,1330,apartment,1038,2,1.5,1,1,1,0,0,0,w/d hookups,carport,ca,2,519.0,665.0,4,4
hanford-corcoran,1265,apartment,988,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,494.0,632.5,5,4
hanford-corcoran,1125,apartment,795,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,2,397.5,562.5,2,3
hanford-corcoran,1145,apartment,1092,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,546.0,572.5,5,4
hanford-corcoran,1125,apartment,795,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca,2,397.5,562.5,2,4
hanford-corcoran,1105,apartment,682,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,682.0,1105.0,5,4
hanford-corcoran,945,apartment,1058,3,2.0,0,0,1,0,0,0,laundry on site,carport,ca,3,352.6666666666667,315.0,2,4
hanford-corcoran,975,apartment,736,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,736.0,975.0,5,4
hanford-corcoran,1125,apartment,795,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca,2,397.5,562.5,2,4
hanford-corcoran,1017,apartment,645,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,1,645.0,1017.0,2,3
hanford-corcoran,1205,apartment,1038,2,1.5,1,1,1,0,0,0,w/d hookups,carport,ca,2,519.0,602.5,4,4
humboldt county,2100,house,1600,4,2.0,1,1,1,0,0,0,w/d hookups,detached garage,ca,4,400.0,525.0,4,5
hanford-corcoran,945,apartment,1058,3,2.0,0,0,1,0,0,0,laundry on site,carport,ca,3,352.6666666666667,315.0,2,4
hanford-corcoran,945,apartment,1058,3,2.0,0,0,1,0,0,0,laundry on site,carport,ca,3,352.6666666666667,315.0,2,4
hanford-corcoran,1420,apartment,1142,3,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,3,380.6666666666667,473.3333333333333,5,4
hanford-corcoran,945,apartment,1058,3,2.0,0,0,1,0,0,0,laundry on site,carport,ca,3,352.6666666666667,315.0,2,4
hanford-corcoran,1160,apartment,1092,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,546.0,580.0,5,4
hanford-corcoran,1205,townhouse,1038,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,ca,2,519.0,602.5,4,3
hanford-corcoran,1542,apartment,1205,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,401.6666666666667,514.0,4,6
hanford-corcoran,1125,cottage/cabin,795,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,2,397.5,562.5,2,3
hanford-corcoran,1105,apartment,682,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,682.0,1105.0,5,4
hanford-corcoran,1125,apartment,795,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca,2,397.5,562.5,2,4
hanford-corcoran,1250,apartment,988,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,494.0,625.0,5,4
hanford-corcoran,1536,townhouse,1205,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,401.6666666666667,512.0,4,6
hanford-corcoran,975,apartment,736,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,736.0,975.0,5,4
humboldt county,2750,house,2200,5,2.0,0,0,0,0,0,0,w/d in unit,attached garage,ca,5,440.0,550.0,5,6
hanford-corcoran,1017,apartment,645,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,1,645.0,1017.0,2,3
hanford-corcoran,1205,townhouse,1038,2,1.5,1,1,1,0,0,0,w/d hookups,carport,ca,2,519.0,602.5,4,4
hanford-corcoran,935,apartment,700,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca,2,350.0,467.5,2,4
hanford-corcoran,1160,apartment,1092,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,546.0,580.0,5,4
hanford-corcoran,1420,apartment,1142,3,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,3,380.6666666666667,473.3333333333333,5,4
hanford-corcoran,1145,apartment,1092,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,546.0,572.5,5,4
hanford-corcoran,1265,apartment,988,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,494.0,632.5,5,4
humboldt county,1000,house,1550,2,1.0,1,1,1,1,0,1,w/d in unit,attached garage,ca,2,775.0,500.0,5,6
hanford-corcoran,1536,townhouse,1205,3,2.0,1,0,1,0,0,0,w/d hookups,attached garage,ca,3,401.6666666666667,512.0,4,6
hanford-corcoran,1539,apartment,1205,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,401.6666666666667,513.0,4,6
hanford-corcoran,1536,townhouse,1205,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,401.6666666666667,512.0,4,6
hanford-corcoran,975,apartment,736,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,736.0,975.0,5,4
hanford-corcoran,1125,cottage/cabin,795,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,2,397.5,562.5,2,3
hanford-corcoran,1377,apartment,722,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca,1,722.0,1377.0,5,4
humboldt county,1350,flat,1400,2,1.0,0,0,0,0,0,0,w/d in unit,street parking,ca,2,700.0,675.0,5,2
hanford-corcoran,1105,apartment,682,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,682.0,1105.0,5,4
hanford-corcoran,1536,apartment,1205,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,401.6666666666667,512.0,4,6
hanford-corcoran,1125,cottage/cabin,795,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,2,397.5,562.5,2,3
hanford-corcoran,945,apartment,1058,3,2.0,0,0,1,0,0,0,laundry on site,carport,ca,3,352.6666666666667,315.0,2,4
hanford-corcoran,1125,cottage/cabin,795,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,2,397.5,562.5,2,3
hanford-corcoran,1017,apartment,645,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,1,645.0,1017.0,2,3
hanford-corcoran,1357,apartment,722,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,722.0,1357.0,5,4
hanford-corcoran,1536,townhouse,1205,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,401.6666666666667,512.0,4,6
hanford-corcoran,1536,townhouse,1205,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,401.6666666666667,512.0,4,6
hanford-corcoran,1125,apartment,795,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca,2,397.5,562.5,2,4
hanford-corcoran,1160,apartment,1092,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,546.0,580.0,5,4
hanford-corcoran,1205,townhouse,1038,2,1.5,1,1,1,0,0,0,w/d hookups,carport,ca,2,519.0,602.5,4,4
hanford-corcoran,850,apartment,1058,3,2.0,0,0,1,0,0,0,laundry on site,carport,ca,3,352.6666666666667,283.3333333333333,2,4
hanford-corcoran,900,apartment,1217,2,2.0,0,0,1,0,0,0,laundry on site,carport,ca,2,608.5,450.0,2,4
hanford-corcoran,1420,apartment,1142,3,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,3,380.6666666666667,473.3333333333333,5,4
hanford-corcoran,1017,apartment,645,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,1,645.0,1017.0,2,3
hanford-corcoran,1265,apartment,988,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,494.0,632.5,5,4
hanford-corcoran,1205,apartment,1038,2,1.5,1,1,1,0,0,0,w/d hookups,carport,ca,2,519.0,602.5,4,4
hanford-corcoran,1145,apartment,1092,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,546.0,572.5,5,4
hanford-corcoran,885,apartment,700,2,1.0,0,0,1,0,0,0,laundry on site,carport,ca,2,350.0,442.5,2,4
hanford-corcoran,1205,townhouse,1038,2,1.5,1,1,1,0,0,0,w/d hookups,carport,ca,2,519.0,602.5,4,4
hanford-corcoran,1105,apartment,688,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,688.0,1105.0,5,4
humboldt county,1800,house,1600,3,2.0,0,0,0,0,0,0,w/d in unit,off-street parking,ca,3,533.3333333333334,600.0,5,3
hanford-corcoran,975,apartment,736,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,736.0,975.0,5,4
hanford-corcoran,945,apartment,1058,3,2.0,0,0,1,0,0,0,laundry on site,carport,ca,3,352.6666666666667,315.0,2,4
hanford-corcoran,1536,apartment,1205,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,401.6666666666667,512.0,4,6
hanford-corcoran,1250,apartment,1406,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,468.6666666666667,416.6666666666667,4,6
hanford-corcoran,1205,apartment,1038,2,1.5,1,1,1,0,0,0,w/d hookups,carport,ca,2,519.0,602.5,4,4
hanford-corcoran,1105,apartment,688,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,688.0,1105.0,5,4
hanford-corcoran,1160,apartment,1092,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,546.0,580.0,5,4
hanford-corcoran,1330,apartment,1038,2,1.5,1,1,1,0,0,0,w/d hookups,carport,ca,2,519.0,665.0,4,4
hanford-corcoran,1205,townhouse,1038,2,1.5,1,1,1,0,0,0,w/d hookups,carport,ca,2,519.0,602.5,4,4
hanford-corcoran,1125,cottage/cabin,795,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,2,397.5,562.5,2,3
hanford-corcoran,1265,apartment,1142,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,571.0,632.5,5,4
hanford-corcoran,1145,apartment,1092,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,546.0,572.5,5,4
hanford-corcoran,1410,apartment,1142,3,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,3,380.6666666666667,470.0,5,4
hanford-corcoran,1205,townhouse,1038,2,1.5,1,1,1,0,0,0,w/d hookups,carport,ca,2,519.0,602.5,4,4
hanford-corcoran,975,apartment,736,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,736.0,975.0,5,4
hanford-corcoran,1160,apartment,1092,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,546.0,580.0,5,4
hanford-corcoran,1536,townhouse,1205,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,401.6666666666667,512.0,4,6
hanford-corcoran,1105,apartment,682,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,682.0,1105.0,5,4
hanford-corcoran,1536,apartment,1205,3,2.0,0,0,1,0,0,0,laundry on site,attached garage,ca,3,401.6666666666667,512.0,2,6
hanford-corcoran,1125,cottage/cabin,795,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,2,397.5,562.5,2,3
humboldt county,1300,apartment,1000,2,1.0,0,0,0,0,0,0,laundry in bldg,attached garage,ca,2,500.0,650.0,3,6
humboldt county,1100,house,1050,2,1.0,1,1,0,0,0,0,w/d in unit,detached garage,ca,2,525.0,550.0,5,5
hanford-corcoran,1536,apartment,1205,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,401.6666666666667,512.0,4,6
hanford-corcoran,1145,apartment,1092,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,546.0,572.5,5,4
hanford-corcoran,1536,townhouse,1205,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,401.6666666666667,512.0,4,6
hanford-corcoran,1265,apartment,988,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,494.0,632.5,5,4
hanford-corcoran,935,apartment,700,2,1.0,0,1,1,0,0,0,laundry on site,carport,ca,2,350.0,467.5,2,4
humboldt county,1450,house,1400,3,2.0,0,1,0,0,0,0,w/d hookups,street parking,ca,3,466.6666666666667,483.3333333333333,4,2
hanford-corcoran,1205,townhouse,1038,2,1.5,1,1,1,0,0,0,w/d hookups,carport,ca,2,519.0,602.5,4,4
hanford-corcoran,975,apartment,736,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,736.0,975.0,5,4
humboldt county,1890,house,2693,3,2.0,0,0,0,0,0,0,w/d hookups,street parking,ca,3,897.6666666666666,630.0,4,2
hanford-corcoran,1145,apartment,736,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,368.0,572.5,5,4
hanford-corcoran,975,apartment,736,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,736.0,975.0,5,4
humboldt county,1250,house,1000,2,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,ca,2,500.0,625.0,3,3
hanford-corcoran,1125,apartment,795,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca,2,397.5,562.5,2,4
hanford-corcoran,1211,apartment,1038,2,1.5,1,1,1,0,0,0,w/d hookups,carport,ca,2,519.0,605.5,4,4
hanford-corcoran,1017,townhouse,1038,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,ca,2,519.0,508.5,4,3
humboldt county,1100,house,640,2,1.0,0,0,0,0,0,0,w/d hookups,attached garage,ca,2,320.0,550.0,4,6
hanford-corcoran,1205,townhouse,1038,2,1.5,1,1,1,0,0,0,w/d hookups,carport,ca,2,519.0,602.5,4,4
hanford-corcoran,1211,apartment,1038,2,1.5,1,1,1,0,0,0,w/d hookups,carport,ca,2,519.0,605.5,4,4
hanford-corcoran,1205,apartment,1038,2,1.5,0,0,1,0,0,0,w/d hookups,carport,ca,2,519.0,602.5,4,4
hanford-corcoran,1015,apartment,645,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca,1,645.0,1015.0,2,4
hanford-corcoran,1125,apartment,795,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca,2,397.5,562.5,2,4
hanford-corcoran,1205,townhouse,1038,2,1.5,1,1,1,0,0,0,w/d hookups,carport,ca,2,519.0,602.5,4,4
humboldt county,1425,apartment,900,2,1.0,1,0,0,0,0,1,laundry on site,carport,ca,2,450.0,712.5,2,4
hanford-corcoran,1017,apartment,645,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,1,645.0,1017.0,2,3
hanford-corcoran,1160,apartment,1092,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,546.0,580.0,5,4
hanford-corcoran,1420,apartment,1142,3,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,3,380.6666666666667,473.3333333333333,5,4
hanford-corcoran,1536,townhouse,1205,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,401.6666666666667,512.0,4,6
hanford-corcoran,1145,apartment,1092,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,546.0,572.5,5,4
hanford-corcoran,1105,apartment,988,2,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,494.0,552.5,5,4
hanford-corcoran,1536,townhouse,1205,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,401.6666666666667,512.0,4,6
hanford-corcoran,820,apartment,908,2,2.0,0,0,1,0,0,0,laundry on site,carport,ca,2,454.0,410.0,2,4
hanford-corcoran,975,apartment,736,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,736.0,975.0,5,4
hanford-corcoran,1105,apartment,682,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,682.0,1105.0,5,4
hanford-corcoran,1248,apartment,795,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca,2,397.5,624.0,2,4
hanford-corcoran,1105,apartment,682,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,682.0,1105.0,5,4
humboldt county,1195,apartment,1040,2,1.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,2,520.0,597.5,4,6
hanford-corcoran,1160,apartment,1092,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,546.0,580.0,5,4
hanford-corcoran,1265,apartment,988,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,494.0,632.5,5,4
hanford-corcoran,1145,apartment,1092,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,546.0,572.5,5,4
hanford-corcoran,945,apartment,1058,3,2.0,0,0,1,0,0,0,laundry on site,carport,ca,3,352.6666666666667,315.0,2,4
hanford-corcoran,975,apartment,736,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,736.0,975.0,5,4
hanford-corcoran,1420,apartment,1142,3,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,3,380.6666666666667,473.3333333333333,5,4
hanford-corcoran,1248,apartment,795,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,2,397.5,624.0,2,3
humboldt county,1200,apartment,763,2,1.0,0,0,0,0,0,0,laundry on site,off-street parking,ca,2,381.5,600.0,2,3
hanford-corcoran,1211,townhouse,1038,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,ca,2,519.0,605.5,4,3
hanford-corcoran,1160,apartment,1092,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,546.0,580.0,5,4
hanford-corcoran,1205,townhouse,1038,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,ca,2,519.0,602.5,4,3
hanford-corcoran,1105,apartment,682,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,682.0,1105.0,5,4
humboldt county,1295,apartment,812,2,1.0,0,0,0,0,0,0,laundry in bldg,off-street parking,ca,2,406.0,647.5,3,3
hanford-corcoran,1265,apartment,988,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,494.0,632.5,5,4
hanford-corcoran,1125,apartment,795,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca,2,397.5,562.5,2,4
hanford-corcoran,1145,apartment,1092,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,2,546.0,572.5,5,4
hanford-corcoran,1330,apartment,1038,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,ca,2,519.0,665.0,4,3
hanford-corcoran,1420,apartment,1142,3,2.0,0,0,1,0,0,0,w/d in unit,carport,ca,3,380.6666666666667,473.3333333333333,5,4
hanford-corcoran,1017,apartment,645,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca,1,645.0,1017.0,2,4
humboldt county,1600,house,1100,2,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,ca,2,550.0,800.0,5,3
hanford-corcoran,975,apartment,736,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,736.0,975.0,5,4
hanford-corcoran,1536,apartment,1205,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,401.6666666666667,512.0,4,6
hanford-corcoran,1248,cottage/cabin,795,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,2,397.5,624.0,2,3
hanford-corcoran,1536,townhouse,1205,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,401.6666666666667,512.0,4,6
